id,title,year,genre,stars,rating,duration,img_src
755,Reign,2013,"Drama, Fantasy","['Megan Follows', 'Celina Sinden', 'Torrance Coombs']",7.4,42,"""https://m.media-amazon.com/images/M/MV5BMjEwMDgzNjA1Ml5BMl5BanBnXkFtZTgwNjYyNDUzMTI@.jpg"""
756,Dark Matter,2015,"Adventure, Drama, Mystery","['Anthony Lemke', 'Alex Mallari Jr.', 'Jodelle Ferland']",7.3,42,"""https://m.media-amazon.com/images/M/MV5BYjI5OGMxNzYtZmZiYS00NDI1LWI4NWMtOTZmNjY1MjMzZjExXkEyXkFqcGdeQXVyNTgxMjE3OTQ@.jpg"""
757,Sleepy Hollow,2013,"Action, Adventure, Crime","['Lyndie Greenwood', 'Nicole Beharie', 'Orlando Jones']",7.4,45,"""https://m.media-amazon.com/images/M/MV5BMTc4MzkwMjY5NF5BMl5BanBnXkFtZTgwNDY5Mzk4NjE@.jpg"""
758,The Red Road,2014,Drama,"['Jason Momoa', 'Julianne Nicholson', 'Tamara Tunie']",7.3,60,"""https://m.media-amazon.com/images/M/MV5BMjE2MDY1NjU4MV5BMl5BanBnXkFtZTgwMjQ4NzQxMTE@.jpg"""
759,The Strain,2014,"Drama, Horror, Thriller","['David Bradley', 'Kevin Durand', 'Jonathan Hyde']",7.1,43,"""https://m.media-amazon.com/images/M/MV5BNjQxNzVlNjQtMTg3YS00MzBmLThkNzAtMzMyNDUyMTVlNzg0XkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
760,House of Lies,2012,"Comedy, Drama","['Kristen Bell', 'Ben Schwartz', 'Josh Lawson']",7.1,28,"""https://m.media-amazon.com/images/M/MV5BMjM2NDI0MTc5MV5BMl5BanBnXkFtZTgwMjEzNTQxODE@.jpg"""
761,Resurrection,2014,"Drama, Fantasy","['Frances Fisher', 'Matt Craven', 'Devin Kelley']",7.1,43,"""https://m.media-amazon.com/images/M/MV5BMjE2OTQ2Nzk4N15BMl5BanBnXkFtZTgwMTU0MTE5MjE@.jpg"""
762,Hemlock Grove,2013,"Drama, Horror, Mystery","['Bill Skarsgård', 'Landon Liboiron', 'Joel de la Fuente']",7.1,46,"""https://m.media-amazon.com/images/M/MV5BMjA5YWNjYzctY2FlMy00NDgxLWE3NjgtYTVhMTY5M2YwNzEyXkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
763,Salem,2014,"Drama, Fantasy, Horror","['Shane West', 'Seth Gabel', 'Tamzin Merchant']",6.9,60,"""https://m.media-amazon.com/images/M/MV5BMTcxMTAxNzMzN15BMl5BanBnXkFtZTgwMTY1Mzk5OTE@.jpg"""
764,Scream Queens,2015,"Comedy, Horror, Mystery","['Lea Michele', 'Abigail Breslin', 'Keke Palmer']",6.9,45,"""https://m.media-amazon.com/images/M/MV5BYzIwYjkwYTgtNzlhOC00MGZhLWI0OTMtZTAwOTIyNGM4MTJjXkEyXkFqcGdeQXVyMTkzODUwNzk@.jpg"""
765,Aquarius,2015,"Biography, Crime, Drama","['Grey Damon', 'Gethin Anthony', 'Emma Dumont']",6.6,42,"""https://m.media-amazon.com/images/M/MV5BMTU5MTE3ODIxOF5BMl5BanBnXkFtZTgwMzA2Nzc4NTE@.jpg"""
766,Fear the Walking Dead,2015,"Drama, Horror, Sci-Fi","['Frank Dillane', 'Cliff Curtis', 'Rubén Blades']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BYWNmY2Y1NTgtYTExMS00NGUxLWIxYWQtMjU4MjNkZjZlZjQ3XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg"""
767,Defiance,2013,"Action, Drama, Sci-Fi","['Stephanie Leonidas', 'Julie Benz', 'Graham Greene']",7.4,43,"""https://m.media-amazon.com/images/M/MV5BMGJhZGE3NjAtZDU5NS00MWViLTg5MzQtYmEzOWQ5ODBiYTIyXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
768,Girlfriends' Guide to Divorce,2014,"Comedy, Drama","['Beau Garrett', 'Necar Zadegan', 'Alanna Ubach']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTcwMzI0ODg5Ml5BMl5BanBnXkFtZTgwNDYwOTEzNzE@.jpg"""
769,Extant,2014,"Drama, Sci-Fi, Thriller","['Pierce Gagnon', 'Grace Gummer', 'Tyler Hilton']",7.5,42,"""https://m.media-amazon.com/images/M/MV5BNTc1NDg0ODEyMl5BMl5BanBnXkFtZTgwNDc0MzUxMjE@.jpg"""
770,Being Human,2011,"Drama, Fantasy, Horror","['Meaghan Rath', 'Sam Huntington', 'Kristen Hager']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BMjI4NjU3ODcxOF5BMl5BanBnXkFtZTgwNjY4Mjk5MDE@.jpg"""
771,Smallville,2001,"Adventure, Drama, Romance","['Michael Rosenbaum', 'Allison Mack', 'Kristin Kreuk']",7.4,60,"""https://m.media-amazon.com/images/M/MV5BYmNiNzlhOWItMDM5Mi00MGYzLWI1ZDYtNmI5NzI0MWFkMTIwXkEyXkFqcGdeQXVyNjU2NjA5NjM@.jpg"""
772,Agents of S.H.I.E.L.D.,2013,"Action, Adventure, Drama","['Ming-Na Wen', 'Brett Dalton', 'Iain De Caestecker']",7.3,45,"""https://m.media-amazon.com/images/M/MV5BOTJhMjhhZDItZTQxMi00NGM3LTliZjYtMjcyMWE2YzYwNTA0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
773,Roswell,1999,"Drama, Mystery, Sci-Fi","['Jason Behr', 'Katherine Heigl', 'Majandra Delfino']",7.4,42,"""https://m.media-amazon.com/images/M/MV5BZTc3MjgxMGQtMDQ3Ny00MDYyLWExY2EtMzFmYjAxZTdiMDk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
774,The O.C.,2003,"Comedy, Drama, Romance","['Adam Brody', 'Peter Gallagher', 'Kelly Rowan']",7.4,44,"""https://m.media-amazon.com/images/M/MV5BMWIzZTA0ZDYtOGZiNS00MDRiLWJkNzMtN2RiMzVmMjZjYTJiXkEyXkFqcGdeQXVyODIxOTMwMjk@.jpg"""
775,Desperate Housewives,2004,"Comedy, Drama, Mystery","['Felicity Huffman', 'Marcia Cross', 'Eva Longoria']",7.4,45,"""https://m.media-amazon.com/images/M/MV5BYzI2MTFjZDktYTZhNS00YTU2LWI5ZTMtM2MzNDU1YjNhNTJlXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
776,Twisted,2013,"Drama, Mystery, Thriller","['Maddie Hasson', 'Ashton Moio', 'Kimberly Quinn']",7.3,60,"""https://m.media-amazon.com/images/M/MV5BNWU0ZWQyY2EtZGQ0NC00ZGZiLTlkZWYtOGVhZjM1OTg3ZmYyXkEyXkFqcGdeQXVyNjQxNjQ2Mjk@.jpg"""
777,The Following,2013,"Crime, Drama, Horror","['James Purefoy', 'Shawn Ashmore', 'Valorie Curry']",7.4,43,"""https://m.media-amazon.com/images/M/MV5BZjgzMDVlY2EtOTMxMC00ODAxLTk0MmQtYzdkMjNlNjY5NjJmXkEyXkFqcGdeQXVyNjg2NjQwMDQ@.jpg"""
778,Dark Angel,2000,"Action, Drama, Mystery","['Michael Weatherly', 'Richard Gunn', 'J.C. MacKenzie']",7.3,60,"""https://m.media-amazon.com/images/M/MV5BNThlYzVmMGEtOGY1OS00NTdjLTkwYmItOWRiNTYwNDJiNGY3XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
779,Gossip Girl,2007,"Drama, Romance","['Leighton Meester', 'Penn Badgley', 'Ed Westwick']",7.3,42,"""https://m.media-amazon.com/images/M/MV5BNmQ4Zjg1YWYtMTA1Mi00ZGY1LTlmN2ItYTc5ODkzNTFmYWVhXkEyXkFqcGdeQXVyNjQ0OTk1ODg@.jpg"""
780,The 4400,2004,"Drama, Mystery, Sci-Fi","['Joel Gretsch', 'Patrick John Flueger', 'Conchita Campbell']",7.3,43,"""https://m.media-amazon.com/images/M/MV5BOWM4ZWYzMTQtMzQ2ZS00ZDQzLWFhNDItZDEyNjhmYjdmNjNjXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
781,Drop Dead Diva,2009,"Comedy, Drama","['Margaret Cho', 'Kate Levering', 'April Bowlby']",7.2,60,"""https://m.media-amazon.com/images/M/MV5BMjIxMzUyOTk4MV5BMl5BanBnXkFtZTcwMjEwMDQyMw@@.jpg"""
782,Nikita,1990,"Action, Thriller","['Anne Parillaud', 'Marc Duret', 'Patrick Fontana', 'Alain Lathière']",7.3,117,"""https://m.media-amazon.com/images/M/MV5BMTEyNjc4MTgtN2YxMS00ZGM5LTk2NjEtOGRhNDY5OWM5ZTQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg"""
783,Girls,2012,"Comedy, Drama","['Allison Williams', 'Jemima Kirke', 'Adam Driver']",7.2,28,"""https://m.media-amazon.com/images/M/MV5BMTU1Mzk2ODEzN15BMl5BanBnXkFtZTgwNDQwMjAxMTI@.jpg"""
784,Dirty Sexy Money,2007,Drama,"['Donald Sutherland', 'William Baldwin', 'Natalie Zea']",7.1,45,"""https://m.media-amazon.com/images/M/MV5BMzUwNTY5Mzk3MF5BMl5BanBnXkFtZTcwNjI0MTU1MQ@@.jpg"""
785,Primeval,2007,"Action, Adventure, Drama","['Hannah Spearritt', 'Ben Miller', 'Juliet Aubrey']",7.1,60,"""https://m.media-amazon.com/images/M/MV5BMTYwODczNTIzM15BMl5BanBnXkFtZTcwNzM0OTY5Ng@@.jpg"""
786,Falling Skies,2011,"Action, Adventure, Drama","['Drew Roy', 'Maxim Knight', 'Will Patton']",6.9,42,"""https://m.media-amazon.com/images/M/MV5BNTMwNGNiZjktMTRmMi00YTM1LTllYjctOWU0ZjU2Y2JjZDA1XkEyXkFqcGdeQXVyOTQxNzM2MjY@.jpg"""
787,Beauty and the Beast,2012,"Drama, Horror, Romance","['Jay Ryan', 'Nina Lisandrello', 'Austin Basis']",6.5,60,"""https://m.media-amazon.com/images/M/MV5BMTM3MzE1ODE4OF5BMl5BanBnXkFtZTcwODI0MTcyOA@@.jpg"""
788,Hung,2009,"Comedy, Drama","['Jane Adams', 'Charlie Saxton', 'Sianoa Smit-McPhee']",7.7,30,"""https://m.media-amazon.com/images/M/MV5BMTkyODEzNzAzNl5BMl5BanBnXkFtZTcwMTM3MjM2Mg@@.jpg"""
789,Dallas,2012,"Drama, Romance","['Jesse Metcalfe', 'Jordana Brewster', 'Julie Gonzalo']",7.9,42,"""https://m.media-amazon.com/images/M/MV5BMjE5NTExNDc5MF5BMl5BanBnXkFtZTcwMjc1NzAwOQ@@.jpg"""
790,Dark Skies,1996,"Adventure, Drama, Mystery","['J.T. Walsh', 'Lackos', 'Megan Ward']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMTYxOTg1NDI1Nl5BMl5BanBnXkFtZTcwNTA3NzQyMQ@@.jpg"""
791,Spooks,2002,"Action, Crime, Drama","['Hugh Simon', 'Nicola Walker', 'Rupert Penry-Jones']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTI5NzQ0ODE5NV5BMl5BanBnXkFtZTYwMTc3Njk5.jpg"""
792,Wire in the Blood,2002,"Crime, Drama, Mystery","['Mark Letheren', 'Emma Handy', 'Mark Penfold']",8.3,69,"""https://m.media-amazon.com/images/M/MV5BOTg0YzQwYmMtZjFjNy00NzBkLWJmNmItNzdiYWE0M2UyMmJmXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg"""
793,Dead Like Me,2003,"Comedy, Drama, Fantasy","['Callum Blue', 'Jasmine Guy', 'Mandy Patinkin']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BMTE5OTM0NTIzN15BMl5BanBnXkFtZTcwOTQ4MTAwMQ@@.jpg"""
794,Life on Mars,2006,"Crime, Drama, Mystery","['Philip Glenister', 'Liz White', 'Dean Andrews']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BZTY4Zjg2YzQtNGNjNC00YjdhLWE3OTMtYTM3YjRmNjBkZDE0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
795,A Touch of Frost,1992,"Crime, Drama, Mystery","['Bruce Alexander', 'John Lyons', 'Arthur White']",7.8,105,"""https://m.media-amazon.com/images/M/MV5BM2FlYjlkN2MtN2ZjZi00NTE2LWFmZjctNzRhMDM2MzY5ZTNjXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg"""
796,Tales of the City,1993,"Drama, Mystery, Romance","['Donald Moffat', 'Chloe Webb', 'Laura Linney']",8.4,360,"""https://m.media-amazon.com/images/M/MV5BMTk0MjkwMjgxNF5BMl5BanBnXkFtZTYwMTYxNDk5.jpg"""
797,Millennium,1996,"Crime, Drama, Horror","['Megan Gallagher', ""Terry O'Quinn"", 'Brittany Tiplady']",8.7,45,"""https://m.media-amazon.com/images/M/MV5BZTQ0NDlhM2EtNjFkNi00YTk2LThlMmQtZWViM2EyNmYyNDM2XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg"""
798,Profit,1996,"Crime, Drama","['Lisa Darr', 'Lisa Blount', 'Jack Gwaltney']",8.3,90,"""https://m.media-amazon.com/images/M/MV5BMTA4MDUwYmQtMDM1ZC00OTAwLThlOGMtYTQ4NzEwNTBlOTRkXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@.jpg"""
799,Get a Life,1990,"Comedy, Fantasy","['Bob Elliott', 'Robin Riker', 'Elinor Donahue']",8.1,30,"""https://m.media-amazon.com/images/M/MV5BMjAyMzc5MDU3OV5BMl5BanBnXkFtZTYwMjgzMzY5.jpg"""
800,Murder One,1995,"Crime, Drama, Mystery","['Michael Hayden', 'J.C. MacKenzie', 'Barbara Bosson']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BNzM3MzM2MTIxNl5BMl5BanBnXkFtZTcwMzAwMDEzMQ@@.jpg"""
